playerID,yearID,B_G,B_AB,B_R,B_H,B_2B,B_3B,B_HR,B_RBI,B_SB,B_CS,B_BB,B_SO,B_IBB,B_HBP,B_SH,B_SF
ibanera01,2005,162,614,92,172,32,2,20,89,9,4,71,99,6,2,0,3
ibanera01,2006,159,626,103,181,33,5,33,123,2,4,65,115,15,1,0,7
ibanera01,2007,149,573,80,167,35,5,21,105,0,0,53,97,4,3,0,7
ibanera01,2008,162,635,85,186,43,3,23,110,2,4,64,110,11,3,0,5
ibanera01,2009,134,500,93,136,32,3,34,93,4,0,56,119,8,4,0,5
ibanera01,2010,155,561,75,154,37,5,16,83,4,3,68,108,11,0,0,7
ibanera01,2011,144,535,65,131,31,1,20,84,2,0,33,106,3,2,0,5
ibanera01,2012,130,384,50,92,19,3,19,62,3,0,35,67,5,4,0,2
ibanera01,2013,124,454,54,110,20,2,29,65,0,0,42,128,1,0,0,0
ibanera01,2014,90,246,23,41,8,3,5,26,3,2,33,59,0,0,0,1
iguchta01,2005,135,511,74,142,25,6,15,71,15,5,47,114,0,6,11,6
iguchta01,2006,138,555,97,156,24,0,18,67,11,5,59,110,0,3,8,2
iguchta01,2007,135,465,67,124,27,4,9,43,14,2,57,88,1,3,2,6
iguchta01,2008,85,310,29,72,15,1,2,24,8,1,26,75,0,0,1,0
incavpe01,1986,153,540,82,135,21,2,30,88,3,2,55,185,2,4,0,7
incavpe01,1987,139,509,85,138,26,4,27,80,9,3,48,168,1,1,0,5
incavpe01,1988,116,418,59,104,19,3,22,54,6,4,39,153,3,7,0,3
incavpe01,1989,133,453,48,107,27,4,21,81,5,7,32,136,0,6,0,4
incavpe01,1990,153,529,59,123,27,0,24,85,3,4,45,146,5,9,0,4
incavpe01,1991,97,337,38,72,12,1,11,38,1,3,36,92,0,1,1,2
incavpe01,1992,113,349,31,93,22,1,11,44,2,2,25,99,2,3,0,2
incavpe01,1993,116,368,60,101,16,3,24,89,1,1,21,82,1,6,0,7
incavpe01,1994,80,244,28,56,10,1,13,32,1,0,16,71,3,1,0,2
incavpe01,1996,111,302,37,73,9,2,18,50,2,0,30,89,2,4,0,1
incavpe01,1997,53,154,19,38,4,0,5,12,0,0,11,46,2,3,0,1
incavpe01,1998,20,30,0,3,1,0,0,2,0,0,2,10,0,0,0,0
infanom01,2002,18,72,4,24,3,0,1,6,0,1,3,10,0,0,0,0
infanom01,2003,69,221,24,49,6,1,0,8,6,3,18,37,0,0,3,2
infanom01,2004,142,503,69,133,27,9,16,55,13,7,40,112,3,1,7,5
infanom01,2005,121,406,36,90,28,2,9,43,8,0,16,73,0,2,8,2
infanom01,2006,78,224,35,62,11,4,4,25,3,2,14,45,0,3,2,2
infanom01,2007,66,166,24,45,6,1,2,17,4,1,9,29,0,0,2,1
infanom01,2008,96,317,45,93,24,3,3,40,0,1,22,44,2,2,2,5
infanom01,2009,70,203,24,62,9,1,2,27,2,0,19,28,0,1,2,4
infanom01,2010,134,471,65,151,15,3,8,47,7,6,29,62,1,0,4,2
infanom01,2011,148,579,55,160,24,8,7,49,4,2,34,67,1,2,17,8
infanom01,2012,149,554,69,152,30,7,12,53,17,3,21,65,0,1,8,4
infanom01,2013,118,453,54,144,24,3,10,51,5,2,20,44,1,0,0,3
infanom01,2014,135,528,50,133,21,3,6,66,9,3,33,68,3,2,5,7
infanom01,2015,124,440,39,97,23,7,2,44,2,2,9,69,0,0,2,4
ingebr01,2001,79,189,13,34,11,0,0,15,1,4,9,41,0,0,2,2
ingebr01,2002,95,321,27,65,15,3,7,24,1,3,24,101,0,4,1,1
ingebr01,2003,104,330,32,67,15,3,8,30,4,4,24,79,0,5,4,3
ingebr01,2004,131,408,43,117,15,7,13,64,5,4,32,72,0,4,8,6
ingebr01,2005,160,616,75,161,31,9,16,72,7,6,63,140,1,3,6,6
ingebr01,2006,159,542,83,137,29,2,27,83,7,4,43,128,2,7,4,5
ingebr01,2007,151,508,64,120,25,2,14,71,9,2,47,150,5,11,7,4
ingebr01,2008,113,347,41,71,16,4,11,51,4,3,43,94,2,8,5,4
ingebr01,2009,161,562,71,129,16,1,27,84,2,5,54,170,1,17,1,3
ingebr01,2010,144,514,47,127,28,5,13,70,4,3,54,134,4,5,0,7
ingebr01,2011,102,269,29,53,10,2,3,23,1,1,24,74,0,2,5,3
ingebr01,2012,83,303,33,66,14,0,12,54,0,1,24,91,1,1,0,3
ingebr01,2013,50,105,5,19,3,0,1,7,0,0,2,32,0,1,2,0
inglejo01,2006,64,201,26,57,8,3,2,21,5,1,14,39,0,1,5,1
inglejo01,2007,2,5,0,3,0,1,0,2,1,0,0,0,0,0,0,0
inglejo01,2008,109,344,45,102,15,7,3,39,9,2,28,43,0,4,8,1
inglejo01,2009,36,89,11,25,4,1,0,6,3,1,8,21,0,1,1,0
inglejo01,2010,102,142,15,36,8,5,1,8,1,0,15,34,0,2,0,1
inglejo01,2011,20,27,3,6,1,0,0,1,0,0,0,7,0,0,0,0
iorgda01,1977,42,62,5,15,2,0,0,6,0,1,6,7,0,0,0,1
iorgda01,1978,35,85,6,23,4,1,0,4,0,0,4,10,1,0,0,1
iorgda01,1979,79,179,12,52,11,1,1,21,1,2,12,28,1,1,2,1
iorgda01,1980,105,251,33,76,23,1,3,36,1,1,20,34,2,0,0,4
iorgda01,1981,75,217,23,71,11,2,2,39,2,0,7,9,0,0,0,3
iorgda01,1982,102,238,17,70,14,1,0,34,0,1,23,23,3,0,0,3
iorgda01,1983,58,116,6,31,9,1,0,11,1,0,10,11,2,1,0,4
iorgda01,1984,93,263,30,64,18,2,5,33,0,1,15,21,4,0,0,6
iorgda01,1985,64,130,7,29,9,1,1,21,0,1,8,16,2,0,0,0
iorgda01,1986,90,106,10,24,2,1,2,11,0,0,2,21,0,0,0,1
iorgga01,1978,19,49,3,8,0,0,0,3,0,0,3,4,0,1,0,2
iorgga01,1980,80,222,24,55,10,1,2,14,2,1,12,39,0,0,3,0
iorgga01,1981,70,215,17,52,11,0,0,10,2,3,7,31,1,1,2,0
iorgga01,1982,129,417,45,119,20,5,1,36,3,2,12,38,2,4,2,7
iorgga01,1983,122,375,40,103,22,5,2,39,7,0,13,45,3,1,2,3
iorgga01,1984,121,247,24,56,10,3,1,25,1,3,5,16,0,1,3,1
iorgga01,1985,131,288,33,90,22,1,7,37,3,6,21,26,3,0,2,1
iorgga01,1986,137,327,30,85,19,1,3,44,3,0,20,47,0,1,1,2
iorgga01,1987,122,310,35,65,11,0,4,30,2,2,21,52,0,2,6,3
irvinmo01,1950,110,374,61,112,19,5,15,66,3,0.0,52,41,0.0,5,1,0.0
irvinmo01,1951,151,558,94,174,19,11,24,121,12,2,89,44,0.0,9,1,0.0
irvinmo01,1952,46,126,10,39,2,1,4,21,0,1,10,11,0.0,1,0,0.0
irvinmo01,1953,124,444,72,146,21,5,21,97,2,0,55,34,0.0,3,0,0.0
irvinmo01,1954,135,432,62,113,13,3,19,64,7,4,70,23,0.0,2,3,5
irvinmo01,1955,51,150,16,38,7,1,1,17,3,0,17,15,0,3,1,2
irvinmo01,1956,111,339,44,92,13,3,15,50,1,0,41,41,5,0,3,4
ishiktr01,2006,12,24,1,7,3,1,0,4,0,0,1,6,0,0,0,0
ishiktr01,2008,33,95,12,26,6,0,3,15,1,0,9,27,1,0,0,0
ishiktr01,2009,120,326,49,85,10,2,9,39,2,2,30,89,3,4,1,2
ishiktr01,2010,116,158,18,42,11,0,3,22,0,0,13,29,2,0,1,1
ishiktr01,2012,94,152,19,39,12,1,4,30,0,0,13,42,3,4,4,1
ishiktr01,2013,7,19,0,2,0,0,0,1,0,0,1,10,0,0,0,0
ishiktr01,2014,62,107,9,27,4,1,3,18,0,0,9,34,1,1,0,2
ishiktr01,2015,44,63,6,13,3,0,1,8,0,0,9,20,0,0,0,0
iviemi01,1971,6,17,0,8,0,0,0,3,0,0,1,1,1,1,0,0
iviemi01,1974,12,34,1,3,0,0,1,3,0,0,2,8,0,0,0,0
iviemi01,1975,111,377,36,94,16,2,8,46,4,4,20,63,2,4,5,5
iviemi01,1976,140,405,51,118,19,5,7,70,6,6,30,41,8,5,2,4
iviemi01,1977,134,489,66,133,29,2,9,66,3,2,39,57,4,2,1,4
iviemi01,1978,117,318,34,98,14,3,11,55,3,0,27,45,6,2,2,3
iviemi01,1979,133,402,58,115,18,3,27,89,5,1,47,80,7,1,0,4
iviemi01,1980,79,286,21,69,16,1,4,25,1,2,19,40,2,0,0,1
iviemi01,1981,26,59,3,15,5,0,0,9,0,1,2,12,0,0,0,2
iviemi01,1982,87,265,35,62,12,1,14,38,0,0,25,51,3,2,0,3
iviemi01,1983,12,42,4,9,4,0,0,7,0,0,2,4,1,0,0,1
iwamuak01,2007,123,491,82,140,21,10,7,34,12,8,58,114,0,1,4,5
iwamuak01,2008,152,627,91,172,30,9,6,48,8,6,70,131,3,4,3,3
iwamuak01,2009,69,231,28,67,16,2,1,22,9,1,24,44,0,1,1,3
iwamuak01,2010,64,196,21,34,7,1,2,13,3,1,31,41,0,0,1,1
izturce01,2001,46,134,19,36,6,2,2,9,8,1,2,15,0,0,4,0
izturce01,2002,135,439,43,102,24,2,1,31,7,7,14,39,1,0,10,5
izturce01,2003,158,558,47,140,21,6,1,40,10,5,25,70,8,0,7,3
izturce01,2004,159,670,90,193,32,9,4,62,25,9,43,70,2,0,12,3
izturce01,2005,106,444,48,114,19,2,2,31,8,8,25,51,1,4,4,1
izturce01,2006,54,192,14,47,9,1,1,18,1,4,12,14,3,2,1,1
izturce01,2007,110,314,31,81,14,2,0,16,3,3,19,19,2,1,3,0
izturce01,2008,135,414,50,109,10,3,1,24,24,6,29,26,1,6,3,2
izturce01,2009,114,387,34,99,14,4,2,30,12,4,18,38,0,3,4,0
izturce01,2010,150,473,42,109,13,1,1,28,11,5,25,53,1,6,7,2
izturce01,2011,18,30,4,6,0,0,0,1,0,0,2,10,0,0,1,0
izturce01,2012,62,166,13,40,7,2,2,11,1,1,3,13,0,0,4,0
izturce01,2013,63,129,6,27,8,0,0,11,0,0,9,13,2,0,3,1
izturma01,2004,32,107,10,22,5,2,1,4,4,0,10,20,1,2,2,0
izturma01,2005,77,191,18,47,8,4,1,15,9,3,17,21,2,0,1,1
izturma01,2006,104,352,64,103,21,3,5,44,14,6,38,35,1,3,5,1
izturma01,2007,102,336,47,97,17,2,6,51,7,1,33,39,2,0,1,4
izturma01,2008,79,290,44,78,14,2,3,37,11,2,26,27,0,1,2,2
izturma01,2009,114,387,74,116,22,3,8,65,13,5,35,41,2,5,3,7
izturma01,2010,61,212,27,53,13,1,3,27,7,3,21,27,0,2,1,2
izturma01,2011,122,449,51,124,35,0,5,38,9,6,33,65,3,8,0,4
izturma01,2012,100,289,35,74,11,0,2,20,17,2,25,38,0,2,3,0
izturma01,2013,107,365,33,86,12,0,5,32,1,5,27,38,0,1,3,3
izturma01,2014,11,35,3,10,1,0,0,1,1,0,2,4,0,0,1,0
jablora01,1953,157,604,64,162,23,5,21,112,2,2,34,61,0.0,1,1,0.0
jablora01,1954,152,611,80,181,33,3,12,104,9,4,49,42,0.0,2,1,11
jablora01,1955,74,221,28,53,9,0,9,28,0,1,13,35,1,3,0,2
jablora01,1956,130,407,42,104,25,1,15,66,2,4,37,57,6,7,1,6
jablora01,1957,107,305,37,88,15,1,9,57,0,2,31,47,2,0,0,8
jablora01,1958,82,230,28,53,15,1,12,46,2,0,17,50,2,2,0,2
jablora01,1959,85,152,15,39,5,0,5,22,1,0,11,30,0,0,0,1
jablora01,1960,21,32,3,7,1,0,0,3,0,0,4,8,0,0,0,1
jacksau01,2010,151,618,103,181,34,10,4,41,27,6,47,170,4,4,3,3
jacksau01,2011,153,591,90,147,22,11,10,45,22,5,56,181,3,4,14,3
jacksau01,2012,137,543,103,163,29,10,16,66,12,9,67,134,0,2,2,3
jacksau01,2013,129,552,99,150,30,7,12,49,8,4,52,129,0,4,3,3
jacksau01,2014,154,597,71,153,30,6,4,47,20,6,47,144,0,2,1,9
jacksau01,2015,136,491,56,131,25,3,9,48,17,10,29,126,0,3,3,1
jacksbo01,1986,25,82,9,17,2,1,2,9,3,1,7,34,0,2,0,0
jacksbo01,1987,116,396,46,93,17,2,22,53,10,4,30,158,0,5,1,2
jacksbo01,1988,124,439,63,108,16,4,25,68,27,6,25,146,6,1,1,2
jacksbo01,1989,135,515,86,132,15,6,32,105,26,9,39,172,8,3,0,4
jacksbo01,1990,111,405,74,110,16,1,28,78,15,9,44,128,2,2,0,5
jacksbo01,1991,23,71,8,16,4,0,3,14,0,1,12,25,1,0,0,1
jacksbo01,1993,85,284,32,66,9,0,16,45,0,2,23,106,1,0,0,1
jacksbo01,1994,75,201,23,56,7,0,13,43,1,0,20,72,2,1,0,2
jacksco01,2005,40,85,8,17,3,0,2,8,0,0,12,11,0,1,0,1
jacksco01,2006,140,485,75,141,26,1,15,79,1,0,54,73,2,9,1,7
jacksco01,2007,130,415,56,118,29,1,15,60,2,2,53,50,2,4,2,3
jacksco01,2008,144,540,87,162,31,6,12,75,10,2,59,61,3,9,1,3
jacksco01,2009,30,99,8,18,4,0,1,14,5,0,11,16,0,0,0,0
jacksco01,2010,60,208,25,49,13,0,2,16,6,1,31,27,3,1,0,1
jacksco01,2011,114,352,32,86,17,1,5,43,3,1,32,53,0,3,0,3
jacksda03,1985,5,11,0,1,0,0,0,0,0,0,0,3,0,0,0,0
jacksda03,1987,7,5,2,4,1,0,0,0,0,0,0,0,0,0,0,0
jacksda03,1988,100,188,29,50,11,3,6,20,4,1,5,28,1,1,2,1
jacksda03,1989,70,170,17,37,7,0,4,20,1,4,13,34,5,0,0,2
jacksda03,1990,58,113,10,29,3,0,3,9,3,0,5,24,1,0,1,1
jacksda03,1991,122,359,51,94,12,1,21,49,5,3,27,66,2,2,3,3
jacksda03,1992,155,587,72,146,23,5,17,70,14,3,26,106,4,4,6,5
jacksda03,1993,77,263,19,55,9,0,6,26,0,2,10,75,0,0,6,1
jacksda03,1994,104,369,43,115,17,3,10,51,7,1,27,56,3,3,2,2
jacksda03,1997,75,211,26,55,9,1,5,36,4,1,6,31,0,0,5,2
jacksda03,1998,114,204,20,49,13,1,4,20,1,1,9,37,0,1,0,0
jacksda03,1999,73,149,22,41,9,1,4,16,4,1,3,20,0,0,2,1
jacksda04,1996,5,10,2,3,2,0,0,1,0,0,1,4,0,0,0,0
jacksda04,1997,20,36,8,7,2,1,1,2,2,1,4,8,1,1,1,0
jacksda04,1998,13,38,4,12,5,0,0,7,2,0,6,4,0,0,0,1
jacksda04,1999,133,388,56,87,20,2,9,39,34,10,53,105,3,3,0,3
jacksda04,2000,138,470,68,120,27,6,6,37,28,6,62,108,2,3,4,2
jacksda04,2001,122,440,67,106,21,6,4,38,23,6,44,128,2,6,2,3
jacksda04,2002,81,245,31,63,20,1,1,25,12,3,21,36,0,3,2,3
jacksda04,2003,109,161,34,42,7,0,1,13,16,8,8,28,0,0,2,1
jacksda04,2004,21,30,2,3,2,0,1,3,0,0,4,12,2,0,0,0
jacksda04,2005,118,275,44,70,9,0,5,23,15,2,30,45,1,4,3,1
jacksda04,2006,67,116,16,23,6,1,4,10,1,3,12,39,0,4,3,0
jacksla01,1955,37,57,1,3,0,0,0,0,0,0,2,17,0,1,1,0
jacksla01,1956,51,11,0,1,0,0,0,1,0,0,1,5,0,0,0,0
jacksla01,1957,41,72,5,13,1,0,0,2,0,0,4,20,0,0,3,0
jacksla01,1958,50,60,4,9,1,0,0,2,0,1,1,20,0,0,2,0
jacksla01,1959,54,80,9,9,1,0,0,2,0,0,2,25,0,0,7,0
jacksla01,1960,52,95,10,20,0,1,0,3,0,0,6,21,0,0,5,0
jacksla01,1961,34,74,9,13,3,2,0,6,0,0,2,14,0,1,6,0
jacksla01,1962,36,89,10,15,3,1,0,4,0,0,7,20,0,2,5,0
jacksla01,1963,37,87,5,17,5,0,0,6,0,0,2,24,0,0,9,0
jacksla01,1964,40,114,2,20,3,0,0,6,0,1,1,26,0,0,5,0
jacksla01,1965,49,86,6,11,0,2,1,5,0,0,5,29,0,0,4,0
jacksla01,1966,39,92,9,13,2,0,1,6,2,0,3,34,0,0,5,0
jacksla01,1967,42,87,5,14,2,0,0,2,0,0,2,28,0,0,4,0
jacksla01,1968,37,85,2,12,1,0,0,3,0,1,3,27,0,0,2,0
jacksra01,1950,34,111,13,25,4,3,3,6,4,0.0,7,25,0.0,0,2,0.0
jacksra01,1951,145,557,78,153,24,6,16,76,14,3,47,44,0.0,1,4,0.0
jacksra01,1952,116,379,44,88,8,5,9,34,6,5,27,42,0.0,1,2,0.0
jacksra01,1953,139,498,61,142,22,8,19,66,8,4,42,61,0.0,0,9,0.0
jacksra01,1954,126,484,77,132,17,6,19,67,2,1,44,55,0.0,2,9,4
jacksra01,1955,138,499,73,132,13,7,21,70,0,2,58,58,6,1,3,4
jacksra01,1956,101,307,37,84,15,7,8,53,2,1,28,38,3,2,4,5
jacksra01,1957,48,131,7,26,1,0,2,16,0,0,9,20,0,0,3,2
jacksra01,1958,64,156,15,34,6,1,5,17,0,0,8,28,1,0,0,0
jacksra01,1959,44,81,7,19,5,1,1,10,0,0,11,11,1,0,6,0
jacksre01,1967,35,118,13,21,4,4,1,6,1,1,10,46,0,5,1,1
jacksre01,1968,154,553,82,138,13,6,29,74,14,4,50,171,5,5,4,2
jacksre01,1969,152,549,123,151,36,3,47,118,13,5,114,142,20,12,1,1
jacksre01,1970,149,426,57,101,21,2,23,66,26,17,75,135,11,8,2,3
jacksre01,1971,150,567,87,157,29,3,32,80,16,10,63,161,5,6,0,6
jacksre01,1972,135,499,72,132,25,2,25,75,9,8,59,125,7,8,4,2
jacksre01,1973,151,539,99,158,28,2,32,117,22,8,76,111,11,7,0,7
jacksre01,1974,148,506,90,146,25,1,29,93,25,5,86,105,20,4,0,8
jacksre01,1975,157,593,91,150,39,3,36,104,17,8,67,133,5,3,0,6
jacksre01,1976,134,498,84,138,27,2,27,91,28,7,54,108,7,4,0,2
jacksre01,1977,146,525,93,150,39,2,32,110,17,3,74,129,4,3,0,4
jacksre01,1978,139,511,82,140,13,5,27,97,14,11,58,133,2,9,0,3
jacksre01,1979,131,465,78,138,24,2,29,89,9,8,65,107,3,2,0,5
jacksre01,1980,143,514,94,154,22,4,41,111,1,2,83,122,15,2,0,2
jacksre01,1981,94,334,33,79,17,1,15,54,0,3,46,82,2,1,0,1
jacksre01,1982,153,530,92,146,17,1,39,101,4,5,85,156,12,2,0,4
jacksre01,1983,116,397,43,77,14,1,14,49,0,2,52,140,5,4,0,5
jacksre01,1984,143,525,67,117,17,2,25,81,8,4,55,141,7,3,1,0
jacksre01,1985,143,460,64,116,27,0,27,85,1,2,78,138,12,1,0,2
jacksre01,1986,132,419,65,101,12,2,18,58,1,1,92,115,11,3,0,3
jacksre01,1987,115,336,42,74,14,1,15,43,2,1,33,97,0,4,0,1
jacksro01,1954,40,93,10,26,4,0,4,10,2,1,6,20,0.0,2,5,1
jacksro01,1955,40,74,10,15,1,1,2,7,1,0,8,22,2,0,2,1
jacksro01,1956,22,56,7,12,3,0,1,4,1,0,10,13,1,0,0,0
jacksro01,1957,13,60,4,19,3,0,2,8,0,0,1,12,1,0,0,0
jacksro01,1958,61,146,19,34,4,0,7,21,2,0,18,46,0,2,0,1
jacksro01,1959,10,14,3,3,1,0,1,2,0,0,1,0,0,1,0,0
jacksro01,1960,10,31,1,7,2,0,0,0,0,0,1,6,0,0,0,0
jacksro02,1975,13,39,2,9,2,0,0,2,1,1,2,10,0,0,2,0
jacksro02,1976,127,410,44,93,18,3,8,40,5,4,30,58,1,7,4,3
jacksro02,1977,106,292,38,71,15,2,8,28,3,2,24,42,2,1,3,2
jacksro02,1978,105,387,49,115,18,6,6,57,2,3,16,31,1,9,2,4
jacksro02,1979,159,583,85,158,40,5,14,68,3,1,51,59,5,9,6,4
jacksro02,1980,131,396,48,105,29,3,5,42,1,8,28,41,5,3,4,3
jacksro02,1981,85,270,29,73,17,1,5,40,6,3,18,26,0,1,4,2
jacksro02,1982,53,142,15,47,6,0,2,19,0,1,10,12,0,2,4,1
jacksro02,1983,102,348,41,80,16,1,8,39,2,2,27,33,2,3,1,0
jacksro02,1984,45,119,5,23,4,1,0,7,0,2,7,17,1,0,1,1
jacksso01,1963,1,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0
jacksso01,1964,9,23,3,8,1,0,0,1,1,0,2,3,0,0,0,0
jacksso01,1965,10,23,1,3,0,0,0,0,1,1,1,1,0,0,0,0
jacksso01,1966,150,596,80,174,6,5,3,25,49,14,42,53,0,3,27,2
jacksso01,1967,129,520,67,123,18,3,0,25,22,9,36,45,1,0,8,2
jacksso01,1968,105,358,37,81,8,2,1,19,16,6,25,35,6,3,5,1
jacksso01,1969,98,318,41,76,3,5,1,27,12,7,35,33,2,2,6,2
jacksso01,1970,103,328,60,85,14,3,0,20,11,4,45,27,1,1,3,3
jacksso01,1971,149,547,58,141,20,5,2,25,7,6,35,45,1,1,7,3
jacksso01,1972,60,126,20,30,6,3,0,8,1,0,7,9,0,0,0,0
jacksso01,1973,117,206,29,43,5,2,0,12,6,3,22,13,0,1,1,4
jacksso01,1974,5,7,0,3,0,0,0,0,0,1,0,0,0,0,0,0
jacobbr01,1981,11,10,0,2,0,0,0,1,0,0,0,3,0,0,0,0
jacobbr01,1983,4,8,0,0,0,0,0,0,0,0,0,1,0,0,1,0
jacobbr01,1984,126,439,64,116,19,3,7,40,3,2,32,73,0,3,2,7
jacobbr01,1985,161,606,72,166,26,3,20,87,2,3,48,120,3,0,1,7
jacobbr01,1986,158,583,83,168,30,4,17,80,2,1,56,137,5,0,1,1
jacobbr01,1987,155,540,73,162,26,4,32,69,2,3,75,73,2,3,0,2
jacobbr01,1988,152,552,59,133,25,0,9,49,2,3,48,101,2,1,0,5
jacobbr01,1989,147,519,49,141,26,5,13,64,2,5,62,90,3,3,0,8
jacobbr01,1990,155,553,77,162,24,4,14,75,1,4,63,58,6,2,2,4
jacobbr01,1991,122,419,28,94,21,1,4,44,2,1,27,54,3,3,0,4
jacobbr01,1992,120,291,30,76,7,0,4,36,0,3,28,54,2,1,3,4
jacobmi02,2005,30,100,19,31,7,0,11,23,0,0,10,22,0,1,0,1
jacobmi02,2006,136,469,54,123,37,1,20,77,3,0,45,105,2,1,0,5
jacobmi02,2007,114,426,57,113,27,2,17,54,1,2,31,101,3,2,0,1
jacobmi02,2008,141,477,67,118,27,2,32,93,1,0,36,119,10,1,0,5
jacobmi02,2009,128,434,46,99,16,1,19,61,0,0,41,132,2,2,0,1
jacobmi02,2010,7,24,1,5,1,0,1,2,0,0,3,7,0,0,1,0
jacobmi02,2012,13,19,4,4,1,0,0,2,0,0,4,6,1,0,0,0
jahajo01,1992,47,133,17,30,3,1,2,10,10,0,12,30,1,2,1,4
jahajo01,1993,153,515,78,136,21,0,19,70,13,9,51,109,4,8,4,4
jahajo01,1994,84,291,45,70,14,0,12,39,3,3,32,75,3,10,1,4
jahajo01,1995,88,316,59,99,20,2,20,65,2,1,36,66,0,4,0,1
jahajo01,1996,148,543,108,163,28,1,34,118,3,1,85,118,1,5,0,3
jahajo01,1997,46,162,25,40,7,0,11,26,1,0,25,40,1,3,0,2
jahajo01,1998,73,216,29,45,6,1,7,38,1,3,49,66,3,6,0,2
jahajo01,1999,142,457,93,126,23,0,35,111,2,0,101,129,2,9,0,3
jahajo01,2000,33,97,14,17,1,0,1,5,1,0,33,38,0,3,0,0
jahajo01,2001,12,45,2,4,3,0,0,8,0,0,6,15,0,0,0,1
jamesch01,1960,43,50,5,9,1,0,2,5,0,0,1,12,0,0,0,0
jamesch01,1961,108,349,43,89,19,2,4,44,2,2,15,59,1,3,0,4
jamesch01,1962,129,388,50,107,13,4,8,59,3,4,10,58,1,4,3,0
jamesch01,1963,116,347,34,93,14,2,10,45,2,1,10,64,0,2,4,2
jamesch01,1964,88,233,24,52,9,1,5,17,0,0,11,58,1,1,1,0
jamesch01,1965,26,39,2,8,0,0,0,2,0,0,1,9,0,0,1,0
jamesch02,1986,16,46,5,13,3,0,1,5,0,0,1,13,0,0,1,0
jamesch02,1987,115,358,48,105,20,6,17,54,3,1,27,67,0,2,1,3
jamesch02,1988,150,566,57,137,24,1,19,66,7,4,31,73,2,3,0,5
jamesch02,1989,132,482,55,117,17,2,13,65,5,2,26,68,2,1,4,3
jamesch02,1990,140,528,62,158,32,4,12,70,4,3,31,71,4,4,3,3
jamesch02,1991,115,437,31,104,16,2,5,41,3,4,18,61,2,4,2,2
jamesch02,1992,111,248,25,60,10,4,5,32,2,3,14,45,2,2,0,3
jamesch02,1993,73,160,24,44,11,1,9,26,2,0,18,40,2,1,1,2
jamesch02,1994,52,133,28,34,8,4,7,19,0,0,20,38,0,3,1,2
jamesch02,1995,42,82,8,22,4,0,2,8,1,0,7,14,0,1,2,2
jamesdi01,1983,11,20,1,2,0,0,0,1,1,0,2,2,0,0,0,0
jamesdi01,1984,128,387,52,114,19,5,1,30,10,10,32,41,1,3,6,3
jamesdi01,1985,18,49,5,11,1,0,0,3,0,0,6,6,0,0,0,0
jamesdi01,1987,134,494,80,154,37,6,10,61,10,8,70,63,2,2,5,3
jamesdi01,1988,132,386,46,99,17,5,3,30,9,9,58,59,5,1,2,2
jamesdi01,1989,134,415,41,119,18,0,5,40,2,7,49,49,6,1,5,1
jamesdi01,1990,87,248,28,68,15,2,1,22,5,3,27,23,3,1,3,1
jamesdi01,1992,67,145,24,38,8,0,3,17,1,0,22,15,0,1,0,2
jamesdi01,1993,115,343,62,114,21,2,7,36,0,0,31,31,1,2,1,1
jamesdi01,1995,85,209,22,60,6,1,2,26,4,1,20,16,2,0,0,2
jamesdi01,1996,6,12,1,2,0,0,0,0,1,0,1,2,0,0,0,0
janispa01,2008,38,80,5,15,2,0,1,6,0,0,7,18,0,2,0,0
janispa01,2009,90,256,36,54,21,0,1,16,2,0,26,40,1,5,5,0
janispa01,2010,82,200,23,52,10,0,5,25,1,3,22,30,2,2,3,1
janispa01,2011,114,336,27,72,14,1,0,23,3,2,18,46,1,4,3,5
janispa01,2012,55,167,18,31,6,1,0,9,1,0,17,30,0,2,0,0
janispa01,2013,52,41,7,7,2,0,0,2,0,0,3,11,0,0,0,1
janispa01,2015,14,35,4,10,3,0,0,3,0,0,0,3,0,0,0,1
jasojo01,2008,5,10,2,2,0,0,0,0,0,0,0,2,0,0,0,0
jasojo01,2010,109,339,57,89,18,3,5,44,4,0,59,39,1,2,1,3
jasojo01,2011,89,246,26,55,15,1,5,27,1,2,25,36,0,1,1,0
jasojo01,2012,108,294,41,81,19,2,10,50,5,0,56,51,1,5,1,5
jasojo01,2013,70,207,31,56,12,0,3,21,2,1,38,45,0,2,1,1
jasojo01,2014,99,307,42,81,18,3,9,40,2,0,28,60,1,7,0,2
jasojo01,2015,70,185,23,53,17,0,5,22,1,2,28,39,1,1,0,2
javieju01,1960,119,451,55,107,19,8,4,21,19,4,21,72,1,1,15,0
javieju01,1961,113,445,58,124,14,3,2,41,11,4,30,51,1,2,5,2
javieju01,1962,155,598,97,157,25,5,7,39,26,9,47,73,0,1,13,3
javieju01,1963,161,609,82,160,27,9,9,46,18,10,24,86,1,6,13,2
javieju01,1964,155,535,66,129,19,5,12,65,9,7,30,82,7,1,6,2
javieju01,1965,77,229,34,52,6,4,2,23,5,5,8,44,2,3,4,2
javieju01,1966,147,460,52,105,13,5,7,31,11,5,26,63,2,1,5,4
javieju01,1967,140,520,68,146,16,3,14,64,6,7,25,92,3,1,7,2
javieju01,1968,139,519,54,135,25,4,4,52,10,3,24,61,2,1,4,5
javieju01,1969,143,493,59,139,28,2,10,42,8,4,40,74,11,1,4,2
javieju01,1970,139,513,62,129,16,3,2,42,6,4,24,70,6,1,9,4
