playerID,guess,at_least,season4
niekrjo01,2.333338,0.75,0
niekrjo01,0.666668,0.0,0
niekrjo01,0.166667,0.0,0
niekrjo01,0.0,0.0,1
niekrjo01,0.500001,0.75,2
niekrjo01,1.333336,1.5,5
niekrjo01,3.33334,3.75,4
niekrjo01,4.000008,3.0,10
niekrjo01,7.166681,7.5,6
niekrjo01,7.000014,4.5,5
niekrjo01,6.166679,3.75,2
niekrjo01,3.666674,1.5,6
niekrjo01,4.500009,4.5,6.0
niekrjo01,5.333344,4.5,0.0
niekrjo01,3.000006,0.0,0.0
inglejo01,16.333366,4.5,8
asproke01,33.166733,36.0,19
asproke01,27.833389,14.25,8
gomezch02,48.000096,33.75,54
gomezch02,50.333434,40.5,39
gomezch02,45.00009,29.25,15
gomezch02,29.500059,11.25,3
gomezch02,13.000026,2.25,43
gomezch02,25.00005,32.25,46
gomezch02,37.833409,34.5,15
gomezch02,30.00006,11.25,37
gomezch02,31.166729,27.75,18
gomezch02,23.833381,13.5,17
gomezch02,20.666708,12.75,21
bradlph01,58.33345,37.5,67
bradlph01,64.833463,50.25,56
bradlph01,58.666784,42.0,55
parrila02,69.500139,61.5,46
parrila02,61.166789,34.5,87
parrila02,72.500145,65.25,114
parrila02,93.666854,85.5,98
parrila02,101.500203,73.5,98
parrila02,100.666868,73.5,62
parrila02,80.00016,46.5,67
parrila02,70.500141,50.25,60
parrila02,62.666792,45.0,50
parrila02,56.166779,37.5,70
parrila02,61.66679,52.5,51
parrila02,57.166781,38.25,32
parrila02,44.666756,24.0,2
parrila02,20.166707,1.5,16
thompja01,89.000178,59.25,90
thompja01,87.333508,67.5,42
thompja01,64.166795,31.5,101
thompja01,79.500159,75.75,76
thompja01,78.666824,57.0,74
thompja01,79.166825,55.5,61
heathmi02,30.500061,22.5,39
heathmi02,35.00007,29.25,33
heathmi02,34.500069,24.75,64
heathmi02,49.500099,48.0,55
heathmi02,54.333442,41.25,36
heathmi02,47.000094,27.0,33
heathmi02,37.666742,24.75,18
heathmi02,26.000052,13.5,43
heathmi02,33.000066,32.25,38
bankser01,94.666856,63.75,102
bankser01,98.833531,76.5,129
bankser01,112.666892,96.75,143
bankser01,131.500263,107.25,117
bankser01,127.666922,87.75,80
bankser01,102.833539,60.0,104
bankser01,98.166863,78.0,64
bankser01,80.00016,48.0,95
bankser01,86.166839,71.25,106
bankser01,95.333524,79.5,75
bankser01,88.666844,56.25,95
bankser01,90.166847,71.25,83
bankser01,85.666838,62.25,106
bankser01,96.500193,79.5,44
esaskni01,50.0001,30.75,59
esaskni01,54.166775,44.25,62
esaskni01,57.500115,46.5,108
kellymi02,14.666696,14.25,33
grothjo01,53.666774,42.75,60
grothjo01,57.500115,45.0,28
grothjo01,43.500087,21.0,37
grothjo01,37.833409,27.75,18
grothjo01,26.000052,13.5,11
grothjo01,17.666702,8.25,10
bosleth01,11.833357,10.5,3
bosleth01,7.500015,2.25,2
bosleth01,4.333342,1.5,12
bosleth01,7.166681,9.0,14
bosleth01,11.333356,10.5,27
bosleth01,20.166707,20.25,9
bosleth01,15.833365,6.75,16
bosleth01,15.500031,12.0,9
bosleth01,11.333356,6.75,9
mageewe01,7.666682,3.75,31
mageewe01,19.000038,23.25,17
butlebi03,79.166825,58.5,95
butlebi03,89.000178,71.25,107
butlebi03,98.166863,80.25,82
butlebi03,92.500185,61.5,66
fieldpr01,104.166875,76.5,141
fieldpr01,124.333582,105.75,83
fieldpr01,105.500211,62.25,120
fieldpr01,111.166889,90.0,108
fieldpr01,107.833549,81.0,106
fieldpr01,109.000218,79.5,16
causewa01,25.500051,36.75,38
causewa01,35.500071,28.5,44
causewa01,42.833419,33.0,49
causewa01,45.500091,36.75,34
causewa01,40.666748,25.5,18
causewa01,28.500057,13.5,28
heepda01,15.666698,16.5,21
heepda01,19.666706,15.75,12
heepda01,16.6667,9.0,42
heepda01,28.500057,31.5,33
heepda01,32.500065,24.75,9
heepda01,22.500045,6.75,11
heepda01,14.000028,8.25,49
heepda01,29.666726,36.75,8
shamsar01,36.166739,36.0,47
shamsar01,41.66675,35.25,49
shamsar01,48.166763,36.75,18
dadepa01,25.166717,15.0,37
phillja02,12.000024,15.0,20
huffau01,80.666828,80.25,104
huffau01,97.500195,78.0,92
huffau01,98.500197,69.0,66
huffau01,81.000162,49.5,72
huffau01,73.33348,54.0,108
huffau01,89.000178,81.0,85
huffau01,90.500181,63.75,86
huffau01,89.333512,64.5,59
cashke01,9.333352,1.5,4
cashke01,6.166679,3.0,15
cashke01,9.166685,11.25,3
wainwad01,5.166677,4.5,4
wainwad01,5.00001,3.0,6
wainwad01,5.333344,4.5,4
wainwad01,4.666676,3.0,6
wainwad01,5.333344,4.5,6
haltesh01,15.666698,20.25,65
haltesh01,41.500083,48.75,39
haltesh01,45.666758,29.25,30
listapa01,18.166703,18.75,33
fernach01,27.000054,2.25,35
fernach01,27.000054,26.25,40
fernach01,32.166731,30.0,59
thomale03,68.666804,49.5,75
thomale03,68.666804,56.25,24
thomale03,48.000096,18.0,23
phillmi01,27.500055,21.75,12
phillmi01,20.500041,9.0,28
phillmi01,22.833379,21.0,6
phillmi01,14.333362,4.5,7
phillmi01,10.166687,5.25,4
phillmi01,5.333344,3.0,1
ransoco01,6.000012,8.25,3
ransoco01,5.333344,2.25,8
ransoco01,6.833347,6.0,10
ransoco01,8.166683,7.5,5
ransoco01,7.166681,3.75,4
ransoco01,5.333344,3.0,42
kinerra01,105.166877,87.0,73
alouje01,32.000064,15.0,30
alouje01,30.333394,22.5,39
alouje01,32.833399,29.25,34
alouje01,35.00007,25.5,44
alouje01,39.833413,33.0,40
alouje01,40.333414,30.0,11
alouje01,26.166719,8.25,19
alouje01,19.833373,14.25,15
alouje01,15.666698,11.25,11
alouje01,13.666694,8.25,19
pagnoto01,15.00003,17.25,57
pagnoto01,36.66674,42.75,44
pagnoto01,44.833423,33.0,41
pagnoto01,44.666756,30.75,40
pagnoto01,41.000082,30.0,15
pagnoto01,27.666722,11.25,55
pagnoto01,39.166745,41.25,8
reitzke01,56.500113,47.25,66
reitzke01,63.000126,49.5,79
reitzke01,72.000144,59.25,75
reitzke01,74.833483,56.25,73
reitzke01,74.666816,54.75,58
reitzke01,65.833465,43.5,28
hilldo01,33.166733,21.75,46
hilldo01,40.666748,34.5,20
hilldo01,30.166727,15.0,32
hilldo01,30.333394,24.0,20
lawva01,39.500079,31.5,59
lawva01,52.500105,44.25,52
lawva01,52.666772,39.0,44
lawva01,49.166765,33.0,56
lawva01,51.333436,42.0,78
lawva01,65.00013,58.5,42
slaugdo01,36.166739,26.25,46
slaugdo01,41.66675,34.5,16
slaugdo01,29.166725,12.0,43
slaugdo01,34.500069,32.25,38
slaugdo01,36.000072,28.5,29
slaugdo01,34.333402,21.75,29
slaugdo01,30.500061,21.75,37
slaugdo01,33.000066,27.75,55
slaugdo01,44.666756,41.25,21
slaugdo01,35.00007,15.75,13
slaugdo01,22.666712,9.75,36
templga01,59.833453,46.5,43
templga01,50.0001,32.25,33
templga01,41.166749,24.75,64
templga01,50.166767,48.0,40
templga01,46.833427,30.0,35
templga01,41.500083,26.25,55
templga01,45.833425,41.25,44
templga01,46.166759,33.0,48
templga01,47.833429,36.0,36
templga01,41.333416,27.0,40
templga01,40.00008,30.0,59
castrst01,59.000118,33.0,65
fregoji01,56.500113,54.0,64
fregoji01,64.333462,48.0,67
fregoji01,66.833467,50.25,56
fregoji01,61.000122,42.0,49
fregoji01,54.333442,36.75,47
fregoji01,49.166765,35.25,82
fregoji01,64.833463,61.5,33
fregoji01,51.66677,24.75,32
fregoji01,40.666748,24.0,27
fregoji01,29.666726,20.25,34
fregoji01,31.333396,25.5,33
fregoji01,32.333398,24.75,12
fregoji01,22.666712,9.0,21
torrefr01,41.500083,24.75,5
torrefr01,22.666712,3.75,20
goodwto01,0.833335,0.0,28
goodwto01,14.166695,21.0,35
goodwto01,26.833387,26.25,39
goodwto01,35.833405,29.25,33
goodwto01,35.333404,24.75,33
goodwto01,34.000068,24.75,58
goodwto01,45.500091,43.5,22
goodwto01,35.833405,16.5,17
goodwto01,25.500051,12.75,12
hillaa01,44.333422,15.0,108
hillaa01,73.666814,81.0,68
hillaa01,73.33348,51.0,61
hillaa01,71.166809,45.75,85
hillaa01,74.166815,63.75,41
hillaa01,59.000118,30.75,60
tollewa01,11.500023,6.75,18
tollewa01,15.333364,13.5,43
tollewa01,29.000058,32.25,22
tollewa01,28.33339,16.5,5
tollewa01,17.000034,3.75,9
lopezhe01,59.666786,54.75,93
lopezhe01,76.66682,69.75,42
lopezhe01,64.166795,31.5,22
lopezhe01,40.500081,16.5,48
lopezhe01,38.33341,36.0,52
lopezhe01,45.666758,39.0,34
lopezhe01,42.333418,25.5,39
davenji01,51.500103,48.75,58
davenji01,57.000114,43.5,36
davenji01,48.166763,27.0,26
davenji01,34.666736,19.5,31
davenji01,30.166727,23.25,30
davenji01,29.666726,22.5,30
davenji01,30.166727,22.5,17
davenji01,23.500047,12.75,42
grossga01,25.833385,18.0,40
grossga01,34.333402,30.0,36
vukovge01,36.66674,33.0,60
mathije01,29.666726,31.5,28
mathije01,31.833397,21.0,18
mathije01,25.333384,13.5,22
mathije01,21.66671,16.5,27
mathije01,23.833381,20.25,29
mathije01,27.166721,21.75,12
herrejo03,14.166695,9.0,16
herrejo03,14.333362,12.0,9
nettlgr01,41.000082,46.5,86
nettlgr01,68.000136,64.5,70
nettlgr01,74.000148,52.5,81
nettlgr01,78.166823,60.75,75
nettlgr01,76.166819,56.25,91
nettlgr01,84.000168,68.25,93
nettlgr01,89.333512,69.75,107
nettlgr01,99.666866,80.25,93
nettlgr01,97.666862,69.75,73
nettlgr01,85.333504,54.75,45
nettlgr01,62.333458,33.75,46
nettlgr01,50.166767,34.5,55
nettlgr01,50.333434,41.25,75
nettlgr01,63.500127,56.25,65
nettlgr01,66.6668,48.75,61
nettlgr01,64.666796,45.75,55
nettlgr01,58.666784,41.25,33
jonesbo02,7.166681,2.25,7
jonesbo02,7.333348,5.25,11
jonesbo02,8.33335,8.25,22
jonesbo02,15.833365,16.5,23
oberrmi01,4.000008,2.25,5
oberrmi01,4.333342,3.75,5
freesge02,21.66671,13.5,70
freesge02,46.166759,52.5,79
freesge02,65.833465,59.25,87
freesge02,81.500163,65.25,1
freesge02,42.666752,0.75,26
freesge02,27.833389,19.5,40
freesge02,28.833391,30.0,12
muellbi02,45.00009,27.0,55
muellbi02,49.333432,41.25,23
muellbi02,35.833405,17.25,38
muellbi02,35.833405,28.5,85
muellbi02,59.000118,63.75,57
muellbi02,63.166793,42.75,62
corajo01,9.833353,13.5,9
corajo01,10.833355,6.75,51
corajo01,31.500063,38.25,30
corajo01,33.500067,22.5,39
corajo01,38.000076,29.25,45
corajo01,40.500081,33.75,54
piazzmi01,95.833525,69.75,105
piazzmi01,98.833531,78.75,124
piazzmi01,112.500225,93.0,111
piazzmi01,114.333562,83.25,124
piazzmi01,119.666906,93.0,113
piazzmi01,116.333566,84.75,94
piazzmi01,105.333544,70.5,98
piazzmi01,99.166865,73.5,34
piazzmi01,65.333464,25.5,54
piazzmi01,54.666776,40.5,62
piazzmi01,54.666776,46.5,68
woodwch01,26.500053,33.75,45
woodwch01,38.33341,33.75,24
woodwch01,34.500069,18.0,18
woodwch01,24.500049,13.5,25
woodwch01,22.500045,18.75,8
woodwch01,15.333364,6.0,5
woodwch01,9.333352,3.75,0
strawda01,89.000178,69.75,104
strawda01,96.166859,78.0,101
strawda01,100.666868,75.75,77
strawda01,89.500179,57.75,108
strawda01,96.500193,81.0,99
strawda01,98.33353,74.25,25
strawda01,63.500127,18.75,12
strawda01,30.833395,9.0,17
strawda01,16.6667,12.75,13
strawda01,14.166695,9.75,36
strawda01,25.166717,27.0,2
strawda01,15.166697,1.5,57
brilene01,2.500005,3.75,5
brilene01,4.166675,3.75,3
brilene01,4.000008,2.25,4
brilene01,3.833341,3.0,4
brilene01,3.833341,3.0,6
brilene01,5.00001,4.5,0
brilene01,2.666672,0.0,0.0
brilene01,1.000002,0.0,0.0
brilene01,0.0,0.0,0.0
asselbr01,7.166681,0.0,25
gilge01,14.833363,3.0,17
brownbo04,18.33337,12.75,22
brownbo04,17.666702,16.5,29
ordonma01,112.833559,94.5,113
ordonma01,118.000236,84.75,135
ordonma01,126.166919,101.25,99
ordonma01,113.33356,74.25,37
ordonma01,74.000148,27.75,46
ordonma01,51.833437,34.5,104
ordonma01,73.500147,78.0,139
ordonma01,111.833557,104.25,103
ordonma01,115.166897,77.25,50
ordonma01,82.500165,37.5,59
gonzaad01,80.166827,75.0,119
gonzaad01,106.500213,89.25,99
gonzaad01,105.833545,74.25,101
gonzaad01,103.33354,75.75,117
gonzaad01,108.666884,87.75,108
gonzaad01,109.833553,81.0,100
gonzaad01,105.500211,75.0,116
northbi01,28.500057,24.75,43
northbi01,38.166743,32.25,31
northbi01,35.333404,23.25,9
northbi01,22.000044,6.75,15
northbi01,15.666698,11.25,30
northbi01,21.500043,22.5,19
brogler01,5.00001,3.75,2
brogler01,3.500007,1.5,3
brogler01,3.000006,2.25,0
thompda01,35.166737,27.0,25
thompda01,32.500065,18.75,37
thomeji01,35.333404,39.0,73
thomeji01,57.500115,54.75,116
thomeji01,91.000182,87.0,102
thomeji01,101.833537,76.5,85
thomeji01,95.833525,63.75,108
thomeji01,99.333532,81.0,106
thomeji01,103.166873,79.5,124
thomeji01,115.333564,93.0,118
thomeji01,118.000236,88.5,131
thomeji01,125.500251,98.25,105
thomeji01,115.833565,78.75,30
thomeji01,71.833477,22.5,109
thomeji01,82.000164,81.75,96
thomeji01,89.333512,72.0,90
thomeji01,95.166857,67.5,77
thomeji01,84.500169,57.75,59
thomeji01,70.166807,44.25,50
oconnda02,41.500083,30.0,42
oconnda02,40.500081,31.5,36
oconnda02,38.666744,27.0,23
oconnda02,30.500061,17.25,0
oconnda02,13.666694,0.0,37
muserto01,18.000036,22.5,18
muserto01,20.500041,13.5,17
muserto01,19.500039,12.75,30
muserto01,23.666714,22.5,7
drabedo01,3.833341,2.25,6
drabedo01,4.833343,4.5,2
drabedo01,3.500007,1.5,6
drabedo01,4.666676,4.5,3
drabedo01,3.833341,2.25,6
drabedo01,5.00001,4.5,8
drabedo01,6.500013,6.0,3
drabedo01,5.166677,2.25,0
kniceal01,6.66668,9.0,10
kniceal01,9.333352,7.5,5
kniceal01,7.833349,3.75,26
fostege01,26.000052,9.0,9
fostege01,18.166703,6.75,41
fostege01,25.500051,30.75,78
fostege01,54.166775,58.5,121
fostege01,93.33352,90.75,149
fostege01,127.833589,111.75,120
fostege01,129.833593,90.0,98
fostege01,113.833561,73.5,93
fostege01,99.166865,69.75,90
fostege01,92.333518,67.5,70
fostege01,80.500161,52.5,90
fostege01,83.3335,67.5,86
fostege01,84.666836,64.5,77
montemi01,41.66675,44.25,43
montemi01,44.166755,32.25,86
montemi01,67.166801,64.5,88
montemi01,79.833493,66.0,42
montemi01,64.666796,31.5,72
grandcu01,63.000126,55.5,66
grandcu01,69.000138,49.5,71
grandcu01,69.833473,53.25,67
grandcu01,68.166803,50.25,119
grandcu01,93.666854,89.25,106
grandcu01,103.833541,79.5,15
grandcu01,62.666792,11.25,66
kaskoed01,39.500079,38.25,27
kaskoed01,35.666738,20.25,41
kaskoed01,38.000076,30.75,10
kaskoed01,23.166713,7.5,22
kaskoed01,21.166709,16.5,10
walkene01,73.166813,51.75,53
walkene01,63.33346,39.75,76
hortowi01,86.333506,75.0,67
hortowi01,84.166835,50.25,85
hortowi01,81.500163,63.75,91
hortowi01,85.00017,68.25,69
hortowi01,79.000158,51.75,72
hortowi01,74.166815,54.0,36
hortowi01,53.500107,27.0,53
hortowi01,50.500101,39.75,47
hortowi01,47.166761,35.25,92
hortowi01,70.500141,69.0,56
hortowi01,66.500133,42.0,75
hortowi01,71.500143,56.25,60
hortowi01,64.333462,45.0,106
maricju01,5.833345,3.0,3
maricju01,4.500009,2.25,9
maricju01,6.166679,6.75,15
maricju01,11.000022,11.25,3
maricju01,8.000016,2.25,5
maricju01,6.000012,3.75,3
maricju01,3.666674,2.25,3
maricju01,3.33334,2.25,9
maricju01,6.000012,6.75,0
maricju01,3.500007,0.0,7
maricju01,5.00001,5.25,0.0
espinda01,35.666738,9.0,27
chavera01,2.833339,3.75,0
chavera01,1.66667,0.0,4
chavera01,2.833339,3.0,23
chavera01,12.833359,17.25,6
chavera01,11.333356,4.5,0
chavera01,5.833345,0.0,10
martica02,28.33339,22.5,35
martica02,31.500063,26.25,31
burriem01,4.166675,3.0,7
kaatji01,5.333344,7.5,8
kaatji01,7.500015,6.0,11
kaatji01,9.833353,8.25,9
kaatji01,9.500019,6.75,13
kaatji01,11.333356,9.75,4
kaatji01,7.833349,3.0,5
kaatji01,6.000012,3.75,10
kaatji01,7.333348,7.5,8
kaatji01,8.166683,6.0,5
kaatji01,6.833347,3.75,4
kaatji01,5.00001,3.0,0.0
kaatji01,2.166671,0.0,0
kaatji01,0.666668,0.0,0.0
kaatji01,0.0,0.0,8
kaatji01,4.000008,6.0,2
kaatji01,3.666674,1.5,4
kaatji01,4.000008,3.0,0.0
kaatji01,1.66667,0.0,2.0
kaatji01,1.66667,1.5,2
kaatji01,1.66667,1.5,0
mccraqu01,48.166763,44.25,18
mccraqu01,34.666736,13.5,2
mccraqu01,16.833367,1.5,3
mccraqu01,5.166677,2.25,40
mccraqu01,21.333376,30.0,18
mccraqu01,22.833379,13.5,13
mccraqu01,19.166705,9.75,13
heisech01,30.166727,17.25,22
torrehe01,4.000008,1.5,7
torrehe01,5.00001,5.25,2
torrehe01,3.666674,1.5,26
torrehe01,14.833363,19.5,15
sauerha01,85.166837,45.0,103
sauerha01,91.66685,77.25,28
sauerha01,58.33345,21.0,24
sauerha01,38.500077,18.0,76
sauerha01,50.666768,57.0,46
davisra01,31.833397,36.0,52
davisra01,45.166757,39.0,29
davisra01,39.833413,21.75,43
davisra01,39.833413,32.25,24
davisra01,31.166729,18.0,51
wilsoea01,6.500013,5.25,13
wilsoea01,10.166687,9.75,12
wilsoea01,11.500023,9.0,22
wilsoea01,17.166701,16.5,15
wilsoea01,16.833367,11.25,17
wilsoea01,17.166701,12.75,6
lemonji01,6.66668,2.25,96
lemonji01,51.166769,72.0,64
lemonji01,64.500129,48.0,75
lemonji01,74.833483,56.25,100
lemonji01,85.666838,75.0,100
lemonji01,95.833525,75.0,52
lemonji01,76.000152,39.0,5
bellge02,79.333492,71.25,108
bellge02,100.166867,81.0,134
bellge02,118.833571,100.5,97
bellge02,111.166889,72.75,104
bellge02,106.66688,78.0,86
bellge02,93.833521,64.5,86
bellge02,89.000178,64.5,112
blefacu01,57.166781,29.25,67
blefacu01,60.00012,50.25,37
blefacu01,47.333428,27.75,14
mcguiry01,7.666682,0.0,8
jimenma01,15.666698,0.75,10
jimenma01,11.66669,7.5,11
ellisjo01,28.666724,18.75,68
ellisjo01,48.000096,51.0,64
ellisjo01,58.833451,48.0,32
ellisjo01,48.666764,24.0,8
ellisjo01,25.333384,6.0,15
ellisjo01,15.500031,11.25,17
ellisjo01,14.833363,12.75,61
ellisjo01,38.666744,45.75,23
hernaen01,22.500045,25.5,19
hernaen01,22.333378,14.25,24
hernaen01,24.000048,18.0,0
valoel01,29.333392,6.75,33
valoel01,27.333388,24.75,37
valoel01,31.000062,27.75,39
valoel01,37.333408,29.25,26
valoel01,32.166731,19.5,14
valoel01,22.166711,10.5,5
valoel01,11.500023,3.75,16
rowanaa01,47.333428,51.75,69
rowanaa01,61.500123,51.75,47
rowanaa01,58.000116,35.25,89
rowanaa01,71.66681,66.75,70
rowanaa01,72.500145,52.5,64
rowanaa01,70.166807,48.0,34
cabrejo02,24.000048,28.5,8
cabrejo02,19.166705,6.0,37
cabrejo02,27.500055,27.75,47
sakatle01,5.333344,6.75,15
sakatle01,10.666688,11.25,31
sakatle01,22.000044,23.25,12
sakatle01,18.833371,9.0,11
sakatle01,14.666696,8.25,6
sakatle01,8.666684,4.5,5
chitiha01,25.666718,30.75,18
chitiha01,24.833383,13.5,44
chitiha01,34.833403,33.0,25
chitiha01,30.166727,18.75,33
chitiha01,32.166731,24.75,0
hershor01,5.666678,6.0,7
hershor01,6.833347,5.25,6
hershor01,6.66668,4.5,2
hershor01,4.166675,1.5,0
hershor01,1.66667,0.0,2
hershor01,1.333336,1.5,5
hershor01,3.166673,3.75,6
hershor01,5.00001,4.5,4
hershor01,4.833343,3.0,0.0
hershor01,2.333338,0.0,0.0
hershor01,0.666668,0.0,0
hershor01,0.0,0.0,1
hershor01,0.500001,0.75,3
andremi01,51.166769,44.25,65
andremi01,59.666786,48.75,47
andremi01,55.00011,35.25,50
romered01,8.500017,5.25,18
romered01,13.000026,13.5,31
romered01,22.666712,23.25,21
romered01,23.833381,15.75,23
romered01,23.666714,17.25,14
romered01,18.166703,10.5,5
romered01,11.000022,3.75,10
abramca01,29.000058,32.25,27
abramca01,30.00006,20.25,32
armasto01,30.166727,25.5,109
armasto01,68.000136,81.75,76
armasto01,80.00016,57.0,89
armasto01,88.000176,66.75,107
armasto01,95.833525,80.25,123
armasto01,112.000224,92.25,64
armasto01,90.833515,48.0,58
armasto01,70.833475,43.5,9
armasto01,34.500069,6.75,49
olivato01,80.500161,73.5,87
olivato01,91.833517,65.25,83
olivato01,86.833507,62.25,68
olivato01,76.166819,51.0,101
olivato01,87.000174,75.75,107
olivato01,98.500197,80.25,81
olivato01,93.000186,60.75,1
olivato01,45.333424,0.75,92
olivato01,59.833453,69.0,57
olivato01,59.333452,42.75,58
veryzto01,30.00006,18.75,28
veryzto01,30.333394,21.0,32
veryzto01,29.500059,24.0,34
veryzto01,32.333398,25.5,28
veryzto01,30.666728,21.0,14
veryzto01,22.000044,10.5,4
veryzto01,11.333356,3.0,3
bressed01,17.333368,19.5,43
bressed01,31.500063,32.25,11
bressed01,24.166715,8.25,68
bressed01,44.833423,51.0,60
bressed01,54.500109,45.0,55
bressed01,58.833451,41.25,25
bressed01,40.833415,18.75,49
bournra01,13.166693,13.5,20
bournra01,17.833369,15.0,19
nievewi01,4.000008,6.0,20
nievewi01,12.666692,15.0,26
nievewi01,21.000042,19.5,16
nievewi01,20.00004,12.0,0
nievewi01,9.666686,0.0,8
nievewi01,6.66668,6.0,22
nievewi01,13.666694,16.5,7
pearsal02,23.833381,30.75,42
pearsal02,35.666738,31.5,47
pearsal02,44.333422,35.25,16
pearsal02,30.666728,12.0,21
suttodo01,3.166673,2.25,6
suttodo01,4.500009,4.5,7
suttodo01,6.000012,5.25,1
suttodo01,3.833341,0.75,5
suttodo01,4.000008,3.75,7
suttodo01,5.333344,5.25,3
